,y
132,1.0
133,1.6666666666666667
134,2.5555555555555554
135,2.4536082474226806
136,3.0
137,1.0
138,3.0
139,1.7916666666666667
140,1.8
141,2.0
142,1.0
143,2.0615384615384613
144,2.0526315789473686
145,2.0232558139534884
146,1.0
147,2.2467532467532467
148,2.875
149,2.1206896551724137
150,2.823529411764706
151,2.210526315789474
152,2.0
153,2.4536082474226806
154,2.0
155,1.4883720930232558
156,1.7916666666666667
157,2.2467532467532467
158,2.0357142857142856
159,2.0454545454545454
160,1.5
161,2.4536082474226806
162,2.4536082474226806
163,2.5555555555555554
164,2.0454545454545454
165,1.0
166,1.4883720930232558
167,1.0
168,1.4883720930232558
169,1.0
170,2.0232558139534884
171,2.4536082474226806
172,1.0
173,1.9285714285714286
174,1.9285714285714286
175,1.8
176,2.0357142857142856
177,2.0232558139534884
178,2.4536082474226806
179,2.0526315789473686
180,2.0615384615384613
181,2.25
182,2.0454545454545454
183,1.0
184,1.0
185,2.0526315789473686
186,1.0
187,2.0232558139534884
188,1.8
189,1.6666666666666667
190,1.0
191,2.0615384615384613
192,2.4536082474226806
193,1.1666666666666667
194,1.0
195,2.2467532467532467
196,1.4883720930232558
197,1.0
198,1.4883720930232558
199,1.8
200,1.0
201,1.0
202,1.8
203,2.0357142857142856
204,1.6896551724137931
205,1.0
206,1.7916666666666667
207,2.4536082474226806
208,1.75
209,1.6896551724137931
210,2.5555555555555554
211,2.375
212,2.0454545454545454
213,2.4536082474226806
214,2.2467532467532467
215,2.2467532467532467
216,1.0
217,1.7272727272727273
218,3.0
219,2.1206896551724137
220,2.0615384615384613
221,2.0357142857142856
222,2.4536082474226806
223,1.9285714285714286
224,2.2467532467532467
225,1.6896551724137931
226,1.0
227,1.4090909090909092
228,2.2467532467532467
229,1.75
230,1.4883720930232558
231,2.4536082474226806
232,1.3333333333333333
233,1.75
234,2.3333333333333335
235,2.4536082474226806
236,2.1206896551724137
237,2.0526315789473686
238,2.0
239,2.0232558139534884
240,1.0769230769230769
241,1.4883720930232558
242,3.0
243,2.0615384615384613
244,2.375
245,2.0
246,2.0615384615384613
247,1.0
248,2.4536082474226806
249,2.3548387096774195
250,2.4536082474226806
251,2.4536082474226806
252,1.4090909090909092
253,1.0
254,1.6896551724137931
255,1.0
256,1.6896551724137931
257,2.1206896551724137
258,2.0454545454545454
259,1.0
260,2.2467532467532467
261,2.0615384615384613
262,1.0
263,1.0
264,1.0
265,2.3333333333333335
266,2.875
267,2.1206896551724137
268,2.2467532467532467
269,2.0526315789473686
270,2.0526315789473686
271,1.0
272,2.4536082474226806
273,1.3333333333333333
274,1.0
275,1.6896551724137931
276,1.0
277,2.4536082474226806
278,2.2467532467532467
279,1.7916666666666667
280,1.0
281,2.0615384615384613
282,2.0615384615384613
283,2.0232558139534884
284,2.210526315789474
285,1.4883720930232558
286,1.0
287,1.0
288,1.8
289,2.5555555555555554
290,2.1206896551724137
291,1.0
292,1.0
293,2.0232558139534884
294,2.875
295,2.3548387096774195
296,2.4536082474226806
297,1.6896551724137931
298,1.8
299,1.7916666666666667
